date,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
20190211,527816958,0,,,AER918,KO918,FAI,,
20190211,527823506,0,,,,,,,
20190211,527972677,0,,,,N3255,,,
20190211,527939878,0,,,,B6788,,,
20190212,528045546,0,,,NAC765,NC765,SCC,,
20190212,528093022,0,,,,B9875,,,
20190212,528108193,0,,,,B9886,,,
20190212,528130854,0,,,,KO11,,,
20190212,527983038,0,,,,B8341,,,
20190212,528046665,0,,,SVX41,,SCC,,
20190212,528110202,0,,,TNV132,,ANC,,
20190212,528150030,0,,,TN291DT,,FAI,,
20190213,528153729,0,,,,,,,
20190213,528154203,0,,,,D1658,,,
20190213,528160014,0,,,,B9904,,,
20190213,528271394,0,,,,,,,
20190213,528294208,0,,,,D3370,,,
20190213,528314337,0,,,,D3386,,,
20190214,528342015,0,,,,D5253,,,
20190214,528343895,0,,,,,,,
20190214,528369736,0,,,,,,,
20190214,528458337,0,,,CON171,,ANC,,
20190214,528467623,0,,,,D7286,,,
20190214,528483745,0,,,,N3255,,,
20190214,528507117,0,,,,D7326,,,
20190214,528515467,0,,,,D7309,,,
20190215,528526357,0,,,TN291DT,,FAI,,
20190215,528529681,0,,,,,,,
20190215,528549602,0,,,,,,,
20190215,528549992,0,,,,,,,
20190215,528718447,0,,,,E2400,,,
20190216,528735271,0,,,,,,,
20190216,528751286,0,,,,B3333,,,
20190216,528790893,0,,,,,,,
20190218,529104990,0,,,,,,,
20190218,529179427,0,,,,E8203,,,
20190218,529195173,0,,,,,,,
20190218,529207381,0,,,,E8210,,,
20190219,529250073,0,,,,F0106,,,
20190219,529252803,0,,,,,,,
20190219,529382148,0,,,AER11,KO11,ANC,FAI,FAI
20190219,529387864,0,,,,F224,,,
20190219,529415525,0,,,,F319,,,
20190220,529514869,0,,,,,,,
20190220,529514914,0,,,,,,,
20190220,529544009,0,,,,F5531,,,
20190220,529557301,0,,,,,,,
20190220,529588187,0,,,,F5567,,,
20190220,529597346,0,,,TN641AT,,FAI,,
20190221,529713224,0,,,,F9184,,,
20190221,529731225,0,,,,F9212,,,
20190221,529767734,0,,,,,,,
20190221,529611855,0,,,,F7301,,,
20190222,529797746,0,,,,G0943,,,
20190222,529800105,0,,,,,,,
20190222,529816017,0,,,,G0957,,,
20190222,529832247,0,,,,N787AD,,,
20190222,529931912,0,,,,G321,,,
20190222,529954504,0,,,,G323,,,
20190222,529965681,0,,,RVF8161,7H8161,,,
20190222,529974228,0,,,,,,,
20190222,529978724,0,,,,,,,
20190223,529995268,0,,,,,,,
20190224,530265386,0,,,,,,,
20190225,530440626,0,,,,G9976,,,
20190225,530474970,0,,,,,,,
20190226,530653493,0,,,,H3379,,,
20190226,530510747,0,,,,H1787,,,
20190227,530703618,0,,,,H4610,,,
20190227,530853578,0,,,,,,,
20190227,530873327,0,,,,H6786,,,
20190227,530703596,0,,,,H565,,,
20190227,530822822,0,,,,H6757,,,
20190228,530898349,0,,,,,,,
20190228,530897718,0,,,,H8434,,,
20190228,531018386,0,,,,K0280,,,
20190228,531035994,0,,,CON172,,SCC,,
20190228,530999913,0,,,,K0259,,,
20190228,531074416,0,,,,K0294,,,
20190228,531075097,0,,,,N3255,,,
20190228,530899003,0,,,CON352,,,,
20190228,531039080,0,,,TNV131,,,,
20190228,531035155,0,,,,K0260,,,
20190228,531074861,0,,,CON272,,FAI,ANC,ANC
20190301,531106546,0,,,,K241,,,
20190301,531204245,0,,,,,,,
20190301,531272112,0,,,,K4943,,,
20190301,531220745,0,,,,K462,,,
20190301,531217301,0,,,SVX41,,,,
20190301,531236244,0,,,CON351,,,UUK,UUK
20190301,531247451,0,,,,K441,,,
20190302,531315946,0,,,,,,,
20190302,531333980,0,,,,,,,
20190303,531557468,0,,,,,,,
20190304,531711955,0,,,,M174,,,
20190304,531703016,0,,,,,,,
20190304,531730769,0,,,,M113,,,
20190305,531772717,0,,,CON431,,ANC,,
20190305,531913703,0,,,TNV132,,FAI,,
20190305,531886118,0,,,,M4257,,,
20190305,531939005,0,,,,M5221,,,
20190306,532128529,0,,,,M7601,,,
20190306,532098214,0,,,TNV132,,ANC,,
20190306,532125767,0,,,,M7615,,,
20190306,532076600,0,,,,M7576,,,
20190306,532097388,0,,,,,,,
20190306,531950539,0,,,,M5801,,,
20190307,532275077,0,,,,,,,
20190307,532145334,0,,,,,,,
20190307,532326007,0,,,,,,,
20190307,532153809,0,,,,M9331,,,
20190307,532304654,0,,,,,,,
20190307,532294187,0,,,TNV132,,FAI,,
20190308,532353255,0,,,TN641AT,,SCC,,
20190308,532344104,0,,,,S2594,,,
20190308,532530420,0,,,,S699,,,
20190308,532505788,0,,,,,,,
20190308,532377633,0,,,,,,,
20190308,532488702,0,,,,S538,,,
20190308,532485323,0,,,TNV132,,FAI,,
